phase	kind	file	line	target(old)	change	text	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pc98.json	54	include/drivers/graphics/pc98.h	stale: path -> include/drivers/platform/pc98/graphics/pc98.h	"include/drivers/graphics/pc98.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pc98.json	55	include/drivers/hid/pc98-busmouse.h	stale: path -> include/drivers/platform/pc98/pc98-busmouse.h	"include/drivers/hid/pc98-busmouse.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pc98.json	56	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	"include/drivers/i915.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pc98.json	57	include/drivers/pc98-lgy98.h	stale: path -> include/drivers/platform/pc98/pc98-lgy98.h	"include/drivers/pc98-lgy98.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	54	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	"include/drivers/disklabel.h": 4,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	55	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	"include/drivers/dma.h": 17,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	56	include/drivers/dp8390.h	stale: path -> include/drivers/ethernet/dp8390.h	"include/drivers/dp8390.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	57	include/drivers/graphics/pcat.h	stale: path -> include/drivers/platform/pcat/graphics/pcat.h	"include/drivers/graphics/pcat.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	58	include/drivers/hid/hid-report.h	stale: path -> include/drivers/usb/hid-report.h	"include/drivers/hid/hid-report.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	59	include/drivers/hid/ps2-8042.h	stale: path -> include/drivers/platform/pcat/ps2-8042.h	"include/drivers/hid/ps2-8042.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	60	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	"include/drivers/i915.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	61	include/drivers/pcat-ide.h	stale: path -> include/drivers/platform/pcat/pcat-ide.h	"include/drivers/pcat-ide.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	62	include/drivers/pcat-ne2000.h	stale: path -> include/drivers/isa/pcat-ne2000.h	"include/drivers/pcat-ne2000.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	63	include/drivers/pci-ehci.h	stale: path -> include/drivers/pci/pci-ehci.h	"include/drivers/pci-ehci.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	64	include/drivers/pci-nvme-protocol.h	stale: path -> include/drivers/pci/pci-nvme-protocol.h	"include/drivers/pci-nvme-protocol.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	65	include/drivers/pci-nvme.h	stale: path -> include/drivers/pci/pci-nvme.h	"include/drivers/pci-nvme.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	66	include/drivers/pci-pcat.h	stale: path -> include/drivers/pci/pci-pcat.h	"include/drivers/pci-pcat.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	67	include/drivers/pci-uhci.h	stale: path -> include/drivers/pci/pci-uhci.h	"include/drivers/pci-uhci.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	68	include/drivers/pci-xhci-capability.h	stale: path -> include/drivers/pci/pci-xhci-capability.h	"include/drivers/pci-xhci-capability.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	69	include/drivers/pci-xhci-control.h	stale: path -> include/drivers/pci/pci-xhci-control.h	"include/drivers/pci-xhci-control.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	70	include/drivers/pci-xhci-lifecycle.h	stale: path -> include/drivers/pci/pci-xhci-lifecycle.h	"include/drivers/pci-xhci-lifecycle.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	71	include/drivers/pci-xhci.h	stale: path -> include/drivers/pci/pci-xhci.h	"include/drivers/pci-xhci.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	72	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": 8,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	73	include/drivers/usb-cdc-ecm.h	stale: path -> include/drivers/usb/usb-cdc-ecm.h	"include/drivers/usb-cdc-ecm.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	74	include/drivers/usb-cdc-ncm.h	stale: path -> include/drivers/usb/usb-cdc-ncm.h	"include/drivers/usb-cdc-ncm.h": 3,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	75	include/drivers/usb-hid.h	stale: path -> include/drivers/usb/usb-hid.h	"include/drivers/usb-hid.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	76	include/drivers/usb-rtl8822bu.h	stale: path -> include/drivers/usb/usb-rtl8822bu.h	"include/drivers/usb-rtl8822bu.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	77	include/drivers/usb-storage-bot.h	stale: path -> include/drivers/usb/usb-storage-bot.h	"include/drivers/usb-storage-bot.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	78	include/drivers/usb-storage-scsi.h	stale: path -> include/drivers/usb/usb-storage-scsi.h	"include/drivers/usb-storage-scsi.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	79	include/drivers/usb-storage.h	stale: path -> include/drivers/usb/usb-storage.h	"include/drivers/usb-storage.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	80	include/drivers/usb-uas.h	stale: path -> include/drivers/usb/usb-uas.h	"include/drivers/usb-uas.h": 4,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat-sim-p023.json	81	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	"include/drivers/usb.h": 12,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	54	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	"include/drivers/disklabel.h": 4,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	55	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	"include/drivers/dma.h": 17,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	56	include/drivers/dp8390.h	stale: path -> include/drivers/ethernet/dp8390.h	"include/drivers/dp8390.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	57	include/drivers/graphics/pcat.h	stale: path -> include/drivers/platform/pcat/graphics/pcat.h	"include/drivers/graphics/pcat.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	58	include/drivers/hid/hid-report.h	stale: path -> include/drivers/usb/hid-report.h	"include/drivers/hid/hid-report.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	59	include/drivers/hid/ps2-8042.h	stale: path -> include/drivers/platform/pcat/ps2-8042.h	"include/drivers/hid/ps2-8042.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	60	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	"include/drivers/i915.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	61	include/drivers/pcat-ide.h	stale: path -> include/drivers/platform/pcat/pcat-ide.h	"include/drivers/pcat-ide.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	62	include/drivers/pcat-ne2000.h	stale: path -> include/drivers/isa/pcat-ne2000.h	"include/drivers/pcat-ne2000.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	63	include/drivers/pci-ehci.h	stale: path -> include/drivers/pci/pci-ehci.h	"include/drivers/pci-ehci.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	64	include/drivers/pci-nvme-protocol.h	stale: path -> include/drivers/pci/pci-nvme-protocol.h	"include/drivers/pci-nvme-protocol.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	65	include/drivers/pci-nvme.h	stale: path -> include/drivers/pci/pci-nvme.h	"include/drivers/pci-nvme.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	66	include/drivers/pci-pcat.h	stale: path -> include/drivers/pci/pci-pcat.h	"include/drivers/pci-pcat.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	67	include/drivers/pci-uhci.h	stale: path -> include/drivers/pci/pci-uhci.h	"include/drivers/pci-uhci.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	68	include/drivers/pci-xhci-capability.h	stale: path -> include/drivers/pci/pci-xhci-capability.h	"include/drivers/pci-xhci-capability.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	69	include/drivers/pci-xhci-control.h	stale: path -> include/drivers/pci/pci-xhci-control.h	"include/drivers/pci-xhci-control.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	70	include/drivers/pci-xhci-lifecycle.h	stale: path -> include/drivers/pci/pci-xhci-lifecycle.h	"include/drivers/pci-xhci-lifecycle.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	71	include/drivers/pci-xhci.h	stale: path -> include/drivers/pci/pci-xhci.h	"include/drivers/pci-xhci.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	72	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": 8,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	73	include/drivers/usb-cdc-ecm.h	stale: path -> include/drivers/usb/usb-cdc-ecm.h	"include/drivers/usb-cdc-ecm.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	74	include/drivers/usb-cdc-ncm.h	stale: path -> include/drivers/usb/usb-cdc-ncm.h	"include/drivers/usb-cdc-ncm.h": 3,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	75	include/drivers/usb-hid.h	stale: path -> include/drivers/usb/usb-hid.h	"include/drivers/usb-hid.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	76	include/drivers/usb-rtl8822bu.h	stale: path -> include/drivers/usb/usb-rtl8822bu.h	"include/drivers/usb-rtl8822bu.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	77	include/drivers/usb-storage-bot.h	stale: path -> include/drivers/usb/usb-storage-bot.h	"include/drivers/usb-storage-bot.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	78	include/drivers/usb-storage-scsi.h	stale: path -> include/drivers/usb/usb-storage-scsi.h	"include/drivers/usb-storage-scsi.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	79	include/drivers/usb-storage.h	stale: path -> include/drivers/usb/usb-storage.h	"include/drivers/usb-storage.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	80	include/drivers/usb-uas.h	stale: path -> include/drivers/usb/usb-uas.h	"include/drivers/usb-uas.h": 4,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/pcat.json	81	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	"include/drivers/usb.h": 12,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/rpi4.json	44	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	"include/drivers/disklabel.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/rpi4.json	45	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	"include/drivers/i915.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/sun4u.json	41	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	"include/drivers/disklabel.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/sun4u.json	42	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	"include/drivers/i915.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/x68k.json	51	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	"include/drivers/disklabel.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/x68k.json	52	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	"include/drivers/i915.h": 1,	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	2	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 include/drivers/disklabel.h include/drivers/disklabel/disklabel.h src/drivers/disklabel/*.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	3	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 include/drivers/dma.h include/drivers/generic/dma.h src/drivers/generic/dma.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	4	include/drivers/dp8390.h	stale: path -> include/drivers/ethernet/dp8390.h	p002 include/drivers/dp8390.h include/drivers/ethernet/dp8390.h src/drivers/ethernet/dp8390.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	5	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	p002 include/drivers/gpu-display.h include/drivers/gpu/gpu-display.h src/drivers/gpu/gpu.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	6	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	p002 include/drivers/gpu-fence.h include/drivers/gpu/gpu-fence.h src/drivers/gpu/gpu-fence.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	7	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 include/drivers/gpu-scanout.h include/drivers/gpu/gpu-scanout.h src/drivers/gpu/gpu.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	8	include/drivers/gpu-share.h	stale: path -> include/drivers/gpu/gpu-share.h	p002 include/drivers/gpu-share.h include/drivers/gpu/gpu-share.h src/drivers/gpu/gpu.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	9	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 include/drivers/gpu.h include/drivers/gpu/gpu.h src/drivers/gpu/gpu.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	10	include/drivers/graphics/pc98.h	stale: path -> include/drivers/platform/pc98/graphics/pc98.h	p002 include/drivers/graphics/pc98.h include/drivers/platform/pc98/graphics/pc98.h src/drivers/platform/pc98/graphics/pc98-graphics.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	11	include/drivers/graphics/pcat.h	stale: path -> include/drivers/platform/pcat/graphics/pcat.h	p002 include/drivers/graphics/pcat.h include/drivers/platform/pcat/graphics/pcat.h src/drivers/platform/pcat/graphics/pcat-graphics.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	12	include/drivers/hid/hid-report.h	stale: path -> include/drivers/usb/hid-report.h	p002 include/drivers/hid/hid-report.h include/drivers/usb/hid-report.h src/drivers/usb/usb-hid.c (only kernel user)	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	13	include/drivers/hid/pc98-busmouse.h	stale: path -> include/drivers/platform/pc98/pc98-busmouse.h	p002 include/drivers/hid/pc98-busmouse.h include/drivers/platform/pc98/pc98-busmouse.h src/drivers/platform/pc98/pc98-busmouse.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	14	include/drivers/hid/ps2-8042.h	stale: path -> include/drivers/platform/pcat/ps2-8042.h	p002 include/drivers/hid/ps2-8042.h include/drivers/platform/pcat/ps2-8042.h src/drivers/platform/pcat/ps2-8042.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	15	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	p002 include/drivers/i915.h include/drivers/pci/pci-i915.h src/drivers/gpu/i915/ (PCI registration)	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	16	include/drivers/pc98-lgy98.h	stale: path -> include/drivers/platform/pc98/pc98-lgy98.h	p002 include/drivers/pc98-lgy98.h include/drivers/platform/pc98/pc98-lgy98.h src/drivers/platform/pc98/pc98-lgy98.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	17	include/drivers/pcat-ide.h	stale: path -> include/drivers/platform/pcat/pcat-ide.h	p002 include/drivers/pcat-ide.h include/drivers/platform/pcat/pcat-ide.h src/drivers/platform/pcat/pcat-ide.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	18	include/drivers/pcat-ne2000.h	stale: path -> include/drivers/isa/pcat-ne2000.h	p002 include/drivers/pcat-ne2000.h include/drivers/isa/pcat-ne2000.h src/drivers/isa/ne2000.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	19	include/drivers/pci-ehci.h	stale: path -> include/drivers/pci/pci-ehci.h	p002 include/drivers/pci-ehci.h include/drivers/pci/pci-ehci.h src/drivers/pci/pci-ehci.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	20	include/drivers/pci-intel-ax211.h	stale: path -> include/drivers/wifi/intel-ax211/pci-intel-ax211.h	p002 include/drivers/pci-intel-ax211.h include/drivers/wifi/intel-ax211/pci-intel-ax211.h src/drivers/wifi/intel-ax211/intel-ax211.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	21	include/drivers/pci-nvme-protocol.h	stale: path -> include/drivers/pci/pci-nvme-protocol.h	p002 include/drivers/pci-nvme-protocol.h include/drivers/pci/pci-nvme-protocol.h src/drivers/pci/pci-nvme.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	22	include/drivers/pci-nvme.h	stale: path -> include/drivers/pci/pci-nvme.h	p002 include/drivers/pci-nvme.h include/drivers/pci/pci-nvme.h src/drivers/pci/pci-nvme.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	23	include/drivers/pci-pcat.h	stale: path -> include/drivers/pci/pci-pcat.h	p002 include/drivers/pci-pcat.h include/drivers/pci/pci-pcat.h src/drivers/pci/pci-pcat.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	24	include/drivers/pci-uhci.h	stale: path -> include/drivers/pci/pci-uhci.h	p002 include/drivers/pci-uhci.h include/drivers/pci/pci-uhci.h src/drivers/pci/pci-uhci.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	25	include/drivers/pci-xhci-capability.h	stale: path -> include/drivers/pci/pci-xhci-capability.h	p002 include/drivers/pci-xhci-capability.h include/drivers/pci/pci-xhci-capability.h src/drivers/pci/pci-xhci.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	26	include/drivers/pci-xhci-control.h	stale: path -> include/drivers/pci/pci-xhci-control.h	p002 include/drivers/pci-xhci-control.h include/drivers/pci/pci-xhci-control.h src/drivers/pci/pci-xhci.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	27	include/drivers/pci-xhci-lifecycle.h	stale: path -> include/drivers/pci/pci-xhci-lifecycle.h	p002 include/drivers/pci-xhci-lifecycle.h include/drivers/pci/pci-xhci-lifecycle.h src/drivers/pci/pci-xhci.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	28	include/drivers/pci-xhci.h	stale: path -> include/drivers/pci/pci-xhci.h	p002 include/drivers/pci-xhci.h include/drivers/pci/pci-xhci.h src/drivers/pci/pci-xhci.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	29	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 include/drivers/pci.h include/drivers/pci/pci.h src/drivers/pci/pci.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	30	include/drivers/usb-cdc-ecm.h	stale: path -> include/drivers/usb/usb-cdc-ecm.h	p002 include/drivers/usb-cdc-ecm.h include/drivers/usb/usb-cdc-ecm.h src/drivers/usb/usb-cdc-ecm.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	31	include/drivers/usb-cdc-ncm.h	stale: path -> include/drivers/usb/usb-cdc-ncm.h	p002 include/drivers/usb-cdc-ncm.h include/drivers/usb/usb-cdc-ncm.h src/drivers/usb/usb-cdc-ncm.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	32	include/drivers/usb-hid.h	stale: path -> include/drivers/usb/usb-hid.h	p002 include/drivers/usb-hid.h include/drivers/usb/usb-hid.h src/drivers/usb/usb-hid.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	33	include/drivers/usb-rtl8822bu.h	stale: path -> include/drivers/usb/usb-rtl8822bu.h	p002 include/drivers/usb-rtl8822bu.h include/drivers/usb/usb-rtl8822bu.h src/drivers/usb/usb-rtl8822bu.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	34	include/drivers/usb-storage-bot.h	stale: path -> include/drivers/usb/usb-storage-bot.h	p002 include/drivers/usb-storage-bot.h include/drivers/usb/usb-storage-bot.h src/drivers/usb/usb-storage.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	35	include/drivers/usb-storage-scsi.h	stale: path -> include/drivers/usb/usb-storage-scsi.h	p002 include/drivers/usb-storage-scsi.h include/drivers/usb/usb-storage-scsi.h src/drivers/usb/usb-storage.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	36	include/drivers/usb-storage.h	stale: path -> include/drivers/usb/usb-storage.h	p002 include/drivers/usb-storage.h include/drivers/usb/usb-storage.h src/drivers/usb/usb-storage.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	37	include/drivers/usb-uas.h	stale: path -> include/drivers/usb/usb-uas.h	p002 include/drivers/usb-uas.h include/drivers/usb/usb-uas.h src/drivers/usb/usb-uas*.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	38	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 include/drivers/usb.h include/drivers/usb/usb.h src/drivers/usb/usb.c	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/moves.tsv	39	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	p002 include/drivers/venus.h include/drivers/pci/pci-venus.h src/drivers/gpu/venus/venus.c (PCI registration)	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	2	include/drivers/gpu-share.h	stale: path -> include/drivers/gpu/gpu-share.h	p002 c-include include/drivers/gpu-share.h 16 include/drivers/gpu-scanout.h drivers/gpu-scanout.h -> drivers/gpu/gpu-scanout.h #include <drivers/gpu-scanout.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	2	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 c-include include/drivers/gpu-share.h 16 include/drivers/gpu-scanout.h drivers/gpu-scanout.h -> drivers/gpu/gpu-scanout.h #include <drivers/gpu-scanout.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	3	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include include/drivers/gpu.h 16 include/drivers/gpu-display.h drivers/gpu-display.h -> drivers/gpu/gpu-display.h #include <drivers/gpu-display.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	3	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	p002 c-include include/drivers/gpu.h 16 include/drivers/gpu-display.h drivers/gpu-display.h -> drivers/gpu/gpu-display.h #include <drivers/gpu-display.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	4	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include include/drivers/gpu.h 17 include/drivers/gpu-share.h drivers/gpu-share.h -> drivers/gpu/gpu-share.h #include <drivers/gpu-share.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	4	include/drivers/gpu-share.h	stale: path -> include/drivers/gpu/gpu-share.h	p002 c-include include/drivers/gpu.h 17 include/drivers/gpu-share.h drivers/gpu-share.h -> drivers/gpu/gpu-share.h #include <drivers/gpu-share.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	5	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include include/drivers/gpu.h 18 include/drivers/gpu-scanout.h drivers/gpu-scanout.h -> drivers/gpu/gpu-scanout.h #include <drivers/gpu-scanout.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	5	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 c-include include/drivers/gpu.h 18 include/drivers/gpu-scanout.h drivers/gpu-scanout.h -> drivers/gpu/gpu-scanout.h #include <drivers/gpu-scanout.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	6	include/drivers/pci-xhci-control.h	stale: path -> include/drivers/pci/pci-xhci-control.h	p002 c-include include/drivers/pci-xhci-control.h 15 include/drivers/usb.h drivers/usb.h -> drivers/usb/usb.h #include <drivers/usb.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	6	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 c-include include/drivers/pci-xhci-control.h 15 include/drivers/usb.h drivers/usb.h -> drivers/usb/usb.h #include <drivers/usb.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	7	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include include/drivers/pci.h 22 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	7	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include include/drivers/pci.h 22 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	8	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	p002 c-include include/drivers/usb.h 25 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	8	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include include/drivers/usb.h 25 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	9	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/drivers/disklabel/gpt.c 12 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
