order,category,header,symbol,kind,requirement,option_codes,implementation_status,header_evidence,libc_source,syscall,kernel_source,test_evidence,implementation_notes,review_status,review_findings,fix_status,standard_url
240,threads,<pthread.h>,pthread_rwlock_timedrdlock,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_rwlock_timedrdlock.html
241,threads,<pthread.h>,pthread_rwlock_timedwrlock,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_rwlock_timedwrlock.html
242,threads,<pthread.h>,pthread_rwlock_tryrdlock,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_rwlock_tryrdlock.html
243,threads,<pthread.h>,pthread_rwlock_trywrlock,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_rwlock_trywrlock.html
244,threads,<pthread.h>,pthread_rwlock_unlock,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_rwlock_unlock.html
245,threads,<pthread.h>,pthread_rwlock_wrlock,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_rwlock_wrlock.html
246,threads,<pthread.h>,pthread_rwlockattr_destroy,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_rwlockattr_destroy.html
247,threads,<pthread.h>,pthread_rwlockattr_init,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_rwlockattr_init.html
248,threads,<pthread.h>,pthread_self,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_self.html
249,threads,<pthread.h>,pthread_setcancelstate,function,required,,implemented,libc/include/pthread.h,userland/base/libc/posix.c|userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_setcancelstate.html
250,threads,<pthread.h>,pthread_setcanceltype,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_setcanceltype.html
251,threads,<pthread.h>,pthread_setspecific,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_setspecific.html
252,threads,<pthread.h>,pthread_spin_destroy,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_spin_destroy.html
253,threads,<pthread.h>,pthread_spin_init,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_spin_init.html
254,threads,<pthread.h>,pthread_spin_lock,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_spin_lock.html
255,threads,<pthread.h>,pthread_spin_trylock,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_spin_trylock.html
256,threads,<pthread.h>,pthread_spin_unlock,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_spin_unlock.html
257,threads,<pthread.h>,pthread_testcancel,function,required,,implemented,libc/include/pthread.h,userland/base/libc/pthread.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/pthread_testcancel.html
258,time-resource,<time.h>,asctime,function,required,OB,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/asctime.html
259,time-resource,<time.h>,asctime_r,function,required,CX OB,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/asctime_r.html
260,time-resource,<time.h>,clock,function,required,,implemented,libc/include/pthread.h|libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2.c,,reviewed,"The first implementation reported monotonic uptime, not CPU time consumed by the process.",fixed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/clock.html
261,time-resource,<time.h>,clock_getres,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/clock_getres.html
262,time-resource,<time.h>,clock_gettime,function,required,CX,implemented,libc/include/time.h,userland/base/libc/mqueue.c|userland/base/libc/posix.c|userland/base/libc/pthread.c|userland/base/libc/semaphore.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/clock_gettime.html
263,time-resource,<time.h>,clock_nanosleep,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/clock_nanosleep.html
264,time-resource,<time.h>,clock_settime,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/clock_settime.html
265,time-resource,<time.h>,ctime,function,required,OB,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/ctime.html
266,time-resource,<time.h>,ctime_r,function,required,CX OB,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/ctime_r.html
267,time-resource,<time.h>,difftime,function,required,,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/difftime.html
268,time-resource,<time.h>,gmtime,function,required,,implemented,libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2-remaining.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/gmtime.html
269,time-resource,<time.h>,gmtime_r,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2-remaining.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/gmtime_r.html
270,time-resource,<time.h>,localtime,function,required,,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/localtime.html
271,time-resource,<time.h>,localtime_r,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/localtime_r.html
272,time-resource,<time.h>,mktime,function,required,,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/mktime.html
273,time-resource,<time.h>,nanosleep,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/nanosleep.html
274,time-resource,<time.h>,strftime,function,required,,implemented,libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2-remaining.c,,reviewed,"The initial formatter omitted the mandatory ISO week conversions %g, %G, and %V.",fixed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/strftime.html
275,time-resource,<time.h>,strftime_l,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,"The initial formatter omitted the mandatory ISO week conversions %g, %G, and %V.",fixed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/strftime_l.html
276,time-resource,<time.h>,time,function,required,,implemented,libc/include/pthread.h|libc/include/signal.h|libc/include/poll.h|libc/include/time.h,libc/stdio.c|userland/base/libc/posix.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/time.html
277,time-resource,<time.h>,timer_delete,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/timer_delete.html
278,time-resource,<time.h>,timer_getoverrun,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/timer_getoverrun.html
279,time-resource,<time.h>,timer_gettime,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/timer_gettime.html
280,time-resource,<time.h>,timer_settime,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2.c,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/timer_settime.html
281,time-resource,<sys/times.h>,times,function,required,,implemented,libc/include/sys/times.h,userland/base/libc/posix.c,,,userland/base/tests/posix-r2-remaining.c,,reviewed,The first implementation reported elapsed uptime as user CPU and omitted waited-child CPU time.,fixed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/times.html
282,time-resource,<time.h>,tzname,data,required,CX,implemented,libc/include/time.h,,,,,,reviewed,,not-needed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/tzname.html
283,time-resource,<time.h>,tzset,function,required,CX,implemented,libc/include/time.h,userland/base/libc/posix.c,,,,,reviewed,The initial parser handled fixed offsets only and ignored POSIX daylight transition rules.,fixed,https://pubs.opengroup.org/onlinepubs/9699919799/functions/tzset.html
